feature,rf_label_norm,rf_activity_norm,mi_label_norm,mi_activity_norm,combined_score
skewness_fwd_packets_delta_time,0.0005995545081327193,0.0016352947080011241,0.016106153182437095,0.01348061279681914,0.006587807960691401
fin_flag_counts,0.0007251219350554749,0.0030161409611768226,0.010036772299938369,0.015661376177550982,0.006262008564367559
variance_bwd_packets_delta_time,0.0013371407556573246,0.003057213488334553,0.005619603463140206,0.017864907664694955,0.006015208498764595
psh_flag_counts,0.0010439758683497568,0.0007840056432295907,0.013484044023416185,0.011863397651087104,0.005617882788374462
subflow_fwd_packets,0.0007390587289939252,0.0034355800733523625,0.007755868887117618,0.012674520467332945,0.005338469511593999
fwd_fin_flag_percentage_in_total,0.0005741231578733579,0.00485467222870156,0.006237572534742986,0.011651381297623161,0.005206429382445706
bwd_packets_IAT_variance,0.003373304547961051,0.002005110203518614,0.006579083359825673,0.01100806257984755,0.005130953613378544
bwd_payload_bytes_std,0.0011404197191698016,0.0016944157506805014,0.00958362518460062,0.01131988996365923,0.005031153670607061
fwd_cwr_flag_percentage_in_total,0.0008323727490950782,0.0010719849642771436,0.01051787123019061,0.011722063015829186,0.005019294163215626
variance_bwd_packets_delta_len,0.0023219733518088505,0.0006632626383093411,0.006857541050457356,0.01340356216432518,0.004947791439991965
fin_flag_percentage_in_total,0.0021970575674242665,0.0074388917952562935,0.0,0.010048509101581062,0.004900486629120381
fwd_payload_bytes_max,0.0016081249000733549,0.001728279340310643,0.005646342755264158,0.012938974940814923,0.004717984811331016
mode_fwd_packets_delta_len,0.0007650263194827842,0.0013828238468300965,0.004938739906730374,0.015302804437988374,0.004692663918837614
bwd_fin_flag_percentage_in_total,0.000416967681394714,0.0011177047419096398,0.009807776569936767,0.011338552267739983,0.0046896674945266555
min_fwd_header_bytes_delta_len,7.815093061074401e-05,0.0004443932312462402,0.011136194956785831,0.011215087508271455,0.004627019741568553
max_payload_bytes_delta_len,0.0013070917266415993,0.0010648796063779237,0.009355614413024703,0.010196123696908532,0.004621939021892504
bwd_packets_IAT_skewness,0.0006985085993870413,0.0009299509602737794,0.010726719550253677,0.009912447428119617,0.004616371263572905
payload_bytes_std,0.0006213127441089434,0.0012120603445783642,0.007043325387507379,0.013280280475077065,0.004614733099123081
variance_payload_bytes_delta_len,0.0006741188384776725,0.0006720094627022402,0.007648427612891086,0.013015528923753562,0.004536629797682904
median_fwd_payload_bytes_delta_len,0.0006204218851835957,0.0002527316985552944,0.01012467583692023,0.01083425600788925,0.0044537324440835635
bwd_packets_IAT_std,0.0018678921473224478,0.0015727656482762784,0.003405524450253093,0.013482641595356747,0.004409830547801585
payload_bytes_cov,0.000828381227981604,0.0005301082452058841,0.0063291616094845946,0.01361399551171718,0.004396178266196602
fwd_avg_segment_size,0.0006239799017041036,0.0018601993527814786,0.006382890443786417,0.011451021727434028,0.004312036210589764
skewness_bwd_packets_delta_time,0.001352183584465648,0.0009280890107509902,0.007561651712435623,0.00994166354775568,0.004184744830603252
fwd_payload_bytes_std,0.0007088469997983824,0.0014383714757763822,0.005246157374853368,0.011892856888916009,0.004071968395426305
handshake_duration,0.0006953056739487875,0.0004138071577763239,0.013516554107397454,0.0050284197434597114,0.0040417286196889664
avg_segment_size,0.0010971455994801642,0.0012898761963073449,0.0038807228035591217,0.012511103137555544,0.003994471726959186
fwd_ece_flag_percentage_in_fwd_packets,0.0007406666286152134,0.0021279600639463555,0.0031182341146463533,0.012546707896943381,0.0039935764100864175
payload_bytes_max,0.0004497692915541197,0.0012882897833879376,0.005452006152274958,0.011810314810816768,0.003973881915100962
bwd_fin_flag_counts,0.00027409061461670627,0.001974945843018433,0.0059344787238605565,0.010484837134488792,0.003958574108960411
payload_bytes_variance,0.0009208604959870489,0.0008810153011008106,0.0065944676287894985,0.010256236557337614,0.00391070357635178
fwd_packets_IAT_skewness,0.0005744621198451257,0.0019414682595396205,0.006651251537251649,0.008936386321483794,0.0038723066855625124
fwd_psh_flag_percentage_in_total,0.0009864158181320055,0.0003966780987507005,0.007801724242856085,0.009478041116474052,0.0038708812469308396
mode_fwd_payload_bytes_delta_len,0.00032269959844033024,0.0003834881373940143,0.0087988999637493,0.008981946426721114,0.0037680255988443863
bwd_payload_bytes_max,0.0006101092455187452,0.0013660886415626224,0.006348856168482018,0.00945174768815236,0.003752980137451286
bwd_payload_bytes_mean,0.0005603074525421073,0.0015245890437736432,0.004569737455166719,0.010918501378508728,0.003723116715629815
min_payload_bytes_delta_len,0.0009706856377651043,0.0006125647180681003,0.006544617401232342,0.009576712988858661,0.0036992411847681624
fwd_psh_flag_counts,0.00034087528635461106,0.0003598222353006146,0.0075217188151863075,0.009817447147729075,0.0036780424490796444
std_bwd_packets_delta_time,0.0030973579825581223,0.0013525618394333388,0.0007853229207572436,0.010874809699785068,0.0036670024707059004
bwd_packets_IAT_cov,0.0026642743843573774,0.0025814742820404126,0.0,0.010395847352224808,0.003652894070364299
cwr_flag_percentage_in_total,0.0005757125781582036,0.00201793326039281,0.005773110537567551,0.008574400335381226,0.0036475959261550593
bytes_rate,0.0010883483530090253,0.0010362643770971734,0.0060609341595267985,0.00896819833813394,0.0036432103185640072
bwd_payload_bytes_cov,0.0027181462403678327,0.00024292182379246998,0.005937302765724565,0.0073309907475437,0.0035419791219017437
bwd_psh_flag_percentage_in_bwd_packets,5.103395384203608e-05,0.00017930452544087907,0.0070896662670412915,0.01010117869489769,0.003507270536172671
fwd_payload_bytes_median,0.0009650234065723071,0.0015417898380003334,0.002607200488706195,0.010917842291852775,0.0034570525294835863
min_fwd_packets_delta_len,0.0008070187313217042,0.0010004952590699264,0.0042170929084804736,0.01004068720283378,0.0033938102193803404
bwd_avg_segment_size,0.0006951037112170672,0.00029933711281129394,0.004030387828206322,0.011277657143465552,0.003359941241542883
mean_fwd_packets_delta_len,0.0018565743468754513,0.0009233774628270364,0.0,0.012419720886881251,0.0033179297202869966
bwd_bytes_rate,0.0006097379174227862,0.0007666061050391456,0.008554679162135656,0.005848709176535139,0.0032935808744727385
std_bwd_payload_bytes_delta_len,0.0014600067456632404,0.00018541227463184893,0.007039989534882165,0.0069135837948197925,0.0032843403720289183
skewness_fwd_payload_bytes_delta_len,0.0004685079899023734,0.00033394817945150453,0.006838955873161215,0.00819431988738733,0.0032473920029158724
skewness_packets_delta_len,0.0010448098003979515,0.001381970581445525,0.0026177378293311473,0.009730719846916222,0.0031977256498025167
cwr_flag_counts,0.0005421259995448614,0.0020409860394558594,0.00019050658565783747,0.011532376832865742,0.003119510295404932
bwd_payload_bytes_variance,0.0014793673722362944,0.00035380253536680206,0.0033051462771030594,0.009472640396873908,0.0031055083070763226
fwd_payload_bytes_variance,0.000701617484230411,0.0008101654780166739,0.0071691463919232555,0.00608486000287201,0.0031043361676331787
fwd_psh_flag_percentage_in_fwd_packets,0.0006777667743995919,0.0006331751336432316,0.007267026023343521,0.006283320285624853,0.0031033518342065223
std_bwd_packets_delta_len,0.002120277433101249,0.0018363471910226897,0.0,0.009446348166917312,0.003076257020620644
fwd_std_header_bytes,0.0006585788272478565,0.000314988637782008,0.0034510594508854408,0.01031235020482518,0.003044752170651084
bwd_fin_flag_percentage_in_bwd_packets,0.0003374030756556774,0.0031911051851646597,0.0021437034559109473,0.007749380809184608,0.0030371693312652125
bwd_ece_flag_percentage_in_total,0.0006344127671277702,0.0002860216620976096,0.005238981225214244,0.008206418731659221,0.002965210320142307
total_payload_bytes,0.0013762441545892056,0.0011798143011112433,0.0005433074056128074,0.01019935621957371,0.002915350261747438
variance_fwd_packets_delta_len,0.0032239051688725874,0.0006382224199305466,0.0013056467737325708,0.0074724174832269796,0.0029142511280328505
fwd_ece_flag_counts,0.00048515820106272476,0.0009172626756657925,0.004108954746377205,0.008273647144604223,0.002897246641214841
max_fwd_packets_delta_len,0.0003785039820261774,0.000682084885870013,0.004902309131169606,0.007699309129527517,0.002838500312508282
skewness_header_bytes_delta_len,0.00020919298719739357,0.0008711533976124668,0.0014872363982169426,0.011055203856226974,0.0028325919663317414
cov_bwd_header_bytes_delta_len,7.481883996008075e-05,0.000494422898967446,0.004336641896124764,0.008769993494362475,0.002792099599775706
fwd_payload_bytes_cov,0.0006434146648691388,0.0005392959258514099,0.0047027701516569416,0.0073114142846856045,0.002757650064484674
fwd_fin_flag_counts,0.0006593218805344172,0.0012722362719539402,0.001955346499707846,0.00877696023821121,0.002725928793330319
median_payload_bytes_delta_len,0.00047137348081985884,0.0005480838499967045,0.003420581499227229,0.00853834352237251,0.002697622203564917
max_bwd_payload_bytes_delta_len,0.0002965158734837169,0.00017510418551853267,0.0032890544492651607,0.00911708409963765,0.002622713727481237
fwd_ece_flag_percentage_in_total,0.000759709669110939,0.0014159243972877173,0.0,0.00977004441246982,0.0026066991024135612
payload_bytes_mean,0.0014307619185744472,0.0012255194403796152,0.0027987520218952736,0.006050606576410504,0.002566756127347374
bwd_ece_flag_percentage_in_bwd_packets,0.0001468781164531461,0.0002675192222329777,0.0032826126437324565,0.00885377843283463,0.002551597416919255
bwd_psh_flag_percentage_in_total,0.000233729335053114,0.0002930751633586994,0.0036306038941988374,0.00822368847573749,0.0025288998235108097
mode_fwd_header_bytes_delta_len,0.00013108652068908653,0.0001818329463408758,0.001886409488831881,0.010236934754495502,0.002518544688774465
payload_bytes_median,0.0004664254384912797,0.0007842244862545175,0.0026282391684437976,0.007886465094065001,0.0024781358299254992
mean_payload_bytes_delta_len,0.0004530315639508012,0.0008227225631802764,0.0015626926507928873,0.008619344122748469,0.0024191335928475943
std_payload_bytes_delta_len,0.0006843026682176294,0.0008122544654708791,0.0007866098313255543,0.009054917722528538,0.002417272650877371
mean_bwd_payload_bytes_delta_len,0.0005637108999014558,0.0005658573450930646,0.0033136541393009034,0.006865302587620914,0.0023746618188827196
fwd_total_payload_bytes,0.0006145091057560373,0.0010145084728298258,0.0,0.009350109778047018,0.0023587272291851627
psh_flag_percentage_in_total,0.0005502836105247486,0.0007606035672044186,0.00011337144949465323,0.009604870125362217,0.0023369144682901244
std_fwd_packets_delta_len,0.0010631735678763162,0.0009536411486767963,0.0,0.008520464748489167,0.0023091373646637672
variance_bwd_header_bytes_delta_len,0.0006192692338119638,0.0005774155304191345,0.0,0.009648375262817036,0.002288680481832737
subflow_bwd_packets,0.0005710948244973728,0.0015947332065180794,0.0,0.007897585585194761,0.002229265526343588
idle_max,1.7184794448141055e-05,4.692390599693978e-05,0.006352825926700358,0.0043201752613948275,0.0021538328477525618
delta_start,0.00020980264017486858,0.000520666791702955,0.006958613692651692,0.002696936212934352,0.002150250810680556
fwd_cov_header_bytes,0.0005163713127584124,0.0002932796746731401,0.002975783059403337,0.006555114218169492,0.0021490747517440316
subflow_bwd_bytes,6.217501167672802e-05,4.227560165598983e-05,0.006782242621740305,0.0037881392867085083,0.0021454115656895784
bwd_bulk_per_packet,0.0,2.5219507350391994e-05,0.0071430978769324764,0.003329337802229056,0.002102052988037424
fwd_payload_bytes_mean,0.0007351208457097577,0.0011134973931426733,0.0020297408777953576,0.005645932120092822,0.0020897200712333653
cov_bwd_payload_bytes_delta_len,0.0006797147351656269,0.00013330629675649717,0.00634085010486384,0.0028518238604880062,0.0020824411026470068
avg_fwd_packets_per_bulk,0.0,0.0,0.010081763515842786,0.0,0.002016352703168557
mode_payload_bytes_delta_len,0.0003086649223182065,0.00044334332131270904,0.002867629972447572,0.005862779120522404,0.00197168429168327
mean_fwd_header_bytes_delta_len,0.0004991365096916248,0.0003274159761360082,0.0012158884917894397,0.0073659575867856064,0.001964334961463299
fwd_bytes_rate,0.0006452838684585778,0.001098071497975809,0.0,0.007192166502071234,0.001961439910344563
median_bwd_payload_bytes_delta_len,0.00029778813318226226,0.0003384677862013565,0.006194941173451238,0.0025067016988320283,0.0019312053502717392
min_bwd_payload_bytes_delta_len,0.0007278822030885617,0.0002429220707284715,0.0029854996631550924,0.00515340894013014,0.0019190230028021567
std_bwd_header_bytes_delta_len,0.0013898714772793846,0.0003631256156145188,0.0,0.00692105226268777,0.0019101095804057251
bwd_psh_flag_counts,0.0005977209785603922,0.000198683174287944,0.0013450073060072962,0.006985908477887262,0.0019051044026334124
urg_flag_counts,0.00016841761458868813,3.078963074099796e-05,0.00596692392956616,0.003205586286037587,0.0018942642167196553
