feature,rf_label_norm,rf_activity_norm,mi_label_norm,mi_activity_norm,combined_score
cov_bwd_packets_delta_time,0.002509453228141769,0.0020118890669094756,0.0,0.002618844105222919,0.001880171509559957
bwd_total_payload_bytes,0.0005530776222267453,0.00044030726487749285,0.0,0.00790861063902964,0.0018797375939371994
cov_bwd_packets_delta_len,0.0009785595045963054,0.000562494625725523,0.0,0.007068037093332088,0.001875923657762966
skewness_fwd_header_bytes_delta_len,0.0,0.000189777204534823,0.004116032578635314,0.004837753879424561,0.001847690452972422
std_fwd_payload_bytes_delta_len,0.001075549289264586,0.00029059173774028773,0.0018876221012424639,0.005284283623502732,0.0018442234530505015
fwd_bulk_duration,0.0,3.9975276362490085e-05,0.004305636745084671,0.004639113612144142,0.0018009426543545096
skewness_bwd_packets_delta_len,0.0002920456433244334,0.0003641529802245353,0.0004077893365525899,0.007441638854546859,0.0017667452252845806
median_fwd_packets_delta_len,0.0007616949067194408,0.0005624820262340042,0.0,0.006785780663152378,0.0017544092125165093
avg_bwd_packets_bulk_rate,0.0,0.0,0.0050190894829739985,0.0037100553945075233,0.0017458289754963044
ece_flag_percentage_in_total,0.0009261727680387458,0.0014251186476725514,0.0,0.005049557307216842,0.0017152988861567574
fwd_skewness_header_bytes,0.00021640956900008493,0.00022605028936752904,0.0005287356192153522,0.0073356165266614285,0.0017056083866856405
cov_payload_bytes_delta_len,0.0008324507895603511,0.00030077814890515066,0.0,0.006806761831309706,0.0017013210478015917
fwd_cwr_flag_counts,0.000437101127518575,0.0017115960175821615,0.0,0.005277492962835148,0.0017001077360972506
ece_flag_counts,0.0007437219418121175,0.001268943393434119,0.0,0.00544956438275025,0.001693712477123921
bwd_payload_bytes_median,0.0002582311333559653,0.0002448545082405138,0.000153857388430361,0.007463322865307404,0.001674361743226497
active_median,4.014202502505862e-05,1.5536599159183563e-05,0.0030713641612413953,0.005069916280072344,0.0016449596755180205
skewness_bwd_payload_bytes_delta_len,0.00011966442691468841,0.0001344024106258161,0.004996802549643265,0.0027147769466233803,0.0016185359505154805
std_fwd_header_bytes_delta_len,0.0003873488553137507,0.0002544583909442322,0.003934114643149192,0.00309709426149198,0.0015987839548056292
skewness_payload_bytes_delta_len,0.0011786725901718057,0.0007023129627458487,0.0,0.0050634538289738365,0.0015769864316700637
skewness_bwd_header_bytes_delta_len,0.0002727356147964489,0.00018228904478692366,0.0038708997315376964,0.0033285979145089325,0.0015764069270843375
variance_bwd_payload_bytes_delta_len,0.0004786019305762318,0.00010237105150729658,0.0,0.006951031160476635,0.0015644981267203856
variance_fwd_payload_bytes_delta_len,0.0008957199557830174,0.00042148043361732657,0.0,0.005773604857594698,0.0015498810883390428
fwd_cwr_flag_percentage_in_fwd_packets,0.0004228015108074831,0.0012688204997132902,0.0,0.0049760441117749415,0.0015026954255112203
bwd_payload_bytes_skewness,0.0004934364584314028,0.00011979194614880685,0.0024048676481235936,0.003966675002149773,0.0014582770514287363
mean_fwd_payload_bytes_delta_len,0.0003083824102335133,0.0006998236068902556,0.0,0.005531524535452171,0.0014087667122275648
skewness_fwd_packets_delta_len,0.0009091219886008243,0.0005401926460579218,0.0,0.004821785795101923,0.0013991515494180084
fwd_payload_bytes_skewness,0.00048745182357613136,0.0002877678721881122,0.0,0.005797611543876118,0.0013920882175044967
bwd_cwr_flag_counts,0.0,0.0001944085796933046,0.004512377248769395,0.0017636312054757214,0.0013135242647570149
min_fwd_payload_bytes_delta_len,0.0006776046657968316,0.0006228420512762063,0.0010071117224496838,0.0036090419992616703,0.001313364759464182
subflow_fwd_bytes,1.1425589859294545e-05,3.332377199148173e-05,0.004024863571538644,0.0024690557414005195,0.0013122086711430656
bwd_payload_bytes_mode,6.182531586991043e-05,7.257910963528709e-05,0.0014663771717954158,0.004762853312429258,0.001286167424496494
bwd_skewness_header_bytes,0.0002566483113750812,0.00029244598991686133,1.3734632132358335e-05,0.005104536229882622,0.0011883824627905788
payload_bytes_skewness,0.001478351851909513,0.0006294636820354963,0.0,0.002746661491686662,0.0011816769585208352
fwd_payload_bytes_mode,0.00038189490005991427,0.0006280643995461423,0.0007947392278804469,0.003120207133565889,0.0010859770621710844
cov_fwd_payload_bytes_delta_len,0.00021495601330152628,0.0005986849768685123,0.0013919033045646854,0.00247988399600242,0.0010184497571644325
bwd_bulk_state_count,0.0,6.682349485730355e-06,0.004940177593731442,0.00012040542798088249,0.001014121309188184
idle_mean,0.0,7.6439996644712e-05,0.002623410428869402,0.0021640723375890704,0.000980428552285108
active_std,0.0,0.0,0.004713704036163836,0.0,0.0009427408072327672
max_fwd_payload_bytes_delta_len,0.00022781644257599955,0.0004182696056121294,0.0,0.003725112366185581,0.0009388482876935549
fwd_urg_flag_percentage_in_total,0.00023856900394261883,0.00012627865215416746,0.0041052286483271765,0.0,0.0009305000264944712
bwd_ece_flag_counts,0.0001852601631198409,0.0004036974532040925,0.0036188395768596148,0.00013259199458419245,0.0009269735991859414
avg_bwd_bytes_per_bulk,0.0,0.0,0.001344991487547574,0.0029963799425318854,0.000868274286015892
active_max,8.602794757049244e-06,6.971194317804594e-05,0.004145690306688309,0.0,0.0008526324827181904
idle_min,6.858138982202615e-05,3.0057879070067167e-05,0.0035839205411886173,0.0,0.0007463758889053515
bwd_cwr_flag_percentage_in_bwd_packets,0.0,0.00018175606311397692,0.0020876733791855683,0.0011706120923569087,0.0007061839132426885
fwd_variance_header_bytes,0.0006028919182490436,0.0004429532729821814,0.0,0.0017073932481650844,0.0006552322070023844
median_fwd_header_bytes_delta_len,0.00043971350188182066,0.0003070997318451788,0.0008891683987907844,0.0010660975987355657,0.0006150971696233698
cov_fwd_packets_delta_len,0.0007864730131029921,0.000556094550820488,0.0,0.0009342371136167152,0.0005896176919003871
active_min,4.015254498582492e-05,4.5449631212870267e-05,0.0022817169477485667,0.00048058837669395646,0.0005781417177481132
avg_fwd_bulk_rate,1.1414623791547633e-05,0.0,0.0028700980165290704,0.0,0.0005774439904432784
cov_fwd_header_bytes_delta_len,9.94486846779549e-05,0.00014325197790975315,0.0,0.0023560797068514,0.0005440261401465924
payload_bytes_mode,0.0002405831686074957,0.0002777810952565577,0.0016841790183713277,0.0,0.0004923450828334815
variance_fwd_header_bytes_delta_len,0.00028030596586875174,0.00033838873511629175,0.0,0.0013574355060212739,0.0004570955114997678
fwd_urg_flag_counts,0.00011684784412387345,0.00017034386630926517,0.0017118750711928978,0.0,0.00042853252736852116
bwd_bulk_total_size,0.0,1.3299282302555367e-05,0.001975312144786474,0.0,0.00039905221364806143
idle_skewness,1.6577811959295e-05,0.0,0.0019074929373145014,0.0,0.0003864719310506888
idle_mode,2.2659794347847747e-05,4.0353895842280055e-05,0.0,0.0018248672259888014,0.00038387755225479867
active_mode,8.23323220351626e-05,3.773097985027629e-05,0.0017147978249512897,0.0,0.0003789785555558896
mode_bwd_payload_bytes_delta_len,0.0005096408458113848,0.0002633973143945706,0.0,0.0003716679242218749,0.0003062450329061616
bwd_bulk_duration,0.0,0.0,0.0,0.0013622754270203573,0.00027245508540407146
avg_bwd_bulk_rate,1.1476571104890492e-05,2.755912329362755e-05,0.0011616535524341036,0.0,0.00024404141880637615
payload_bytes_min,0.00011228357683519072,0.00032063758332127017,0.0005151982954196277,0.0,0.0002329160071308638
bwd_payload_bytes_min,0.00016314113453517516,0.0002699817048621863,0.0,0.00030859603525864546,0.0001916560588709375
active_skewness,0.0,0.0,0.0,0.0006606494448998795,0.0001321298889799759
active_cov,0.0,0.0,0.0005644066603446415,0.0,0.00011288133206892831
fwd_payload_bytes_min,0.0001302331588639638,0.00017970202439999416,0.0,0.0,9.298055497918738e-05
bwd_cwr_flag_percentage_in_total,0.0,0.0002755928389868603,0.0,0.0,8.267785169605809e-05
active_mean,7.294342385405232e-05,6.565741689979829e-05,0.0,0.0,4.158025222615518e-05
urg_flag_percentage_in_total,1.436325499438235e-06,9.817375276979479e-05,0.0,0.0,2.988302348076991e-05
fwd_urg_flag_percentage_in_fwd_packets,1.698635080954663e-05,6.766490004633891e-05,0.0,0.0,2.539537525676566e-05
idle_median,0.0,7.870630958817579e-05,0.0,0.0,2.3611892876452737e-05
fwd_bulk_per_packet,3.425089867059177e-05,4.0499225786108336e-05,0.0,0.0,2.2425037337010033e-05
avg_fwd_bytes_per_bulk,1.7016791555245636e-05,3.684743943055711e-05,0.0,0.0,1.6159269295740823e-05
idle_std,1.5473800764498156e-05,8.874299432774921e-06,0.0,0.0,7.304430059181924e-06
max_fwd_header_bytes_delta_len,3.438546369927301e-06,1.7114749503569372e-05,0.0,0.0,6.165988762049002e-06
idle_variance,1.7242335657951444e-05,0.0,0.0,0.0,5.172700697385433e-06
fwd_bulk_total_size,0.0,1.2046873255275721e-05,0.0,0.0,3.6140619765827163e-06
fwd_bulk_state_count,0.0,0.0,0.0,0.0,0.0
active_variance,0.0,0.0,0.0,0.0,0.0
idle_cov,0.0,0.0,0.0,0.0,0.0
