feature,importance,importance_percentage,rank
mean_fwd_payload_bytes_delta_len,2.6520406032555397e-05,0.0026520406032555397,197
min_bwd_payload_bytes_delta_len,2.6287164572458963e-05,0.0026287164572458962,198
median_payload_bytes_delta_len,2.6262116507783425e-05,0.0026262116507783425,199
variance_payload_bytes_delta_len,2.5667598239890948e-05,0.002566759823989095,200
payload_bytes_max,2.5111316359725347e-05,0.002511131635972535,201
fwd_payload_bytes_median,2.5107973276461986e-05,0.0025107973276461987,202
ece_flag_counts,2.5010753656585032e-05,0.002501075365658503,203
std_payload_bytes_delta_len,2.4779183883623248e-05,0.002477918388362325,204
fwd_ece_flag_counts,2.414817995652163e-05,0.002414817995652163,205
delta_start,2.329494583607326e-05,0.0023294945836073258,206
fwd_packets_IAT_skewness,2.3013717670036054e-05,0.0023013717670036056,207
max_fwd_payload_bytes_delta_len,2.299143900603495e-05,0.002299143900603495,208
fwd_payload_bytes_variance,2.2728470432917857e-05,0.0022728470432917857,209
median_fwd_payload_bytes_delta_len,2.1701014381085963e-05,0.0021701014381085965,210
payload_bytes_cov,2.1624898832988533e-05,0.0021624898832988534,211
fwd_payload_bytes_mode,2.103757277042957e-05,0.002103757277042957,212
min_fwd_payload_bytes_delta_len,2.074182652178807e-05,0.002074182652178807,213
psh_flag_percentage_in_total,2.0408910894175448e-05,0.002040891089417545,214
mode_payload_bytes_delta_len,2.014631659124471e-05,0.002014631659124471,215
mean_payload_bytes_delta_len,2.007243239584156e-05,0.002007243239584156,216
fwd_cwr_flag_counts,1.913979102979683e-05,0.001913979102979683,217
fwd_total_payload_bytes,1.8354588618133517e-05,0.0018354588618133517,218
variance_fwd_payload_bytes_delta_len,1.7931929094939952e-05,0.0017931929094939952,219
mean_bwd_header_bytes_delta_len,1.7476521829978405e-05,0.0017476521829978406,220
fwd_psh_flag_percentage_in_total,1.7433502052712734e-05,0.0017433502052712734,221
fwd_psh_flag_percentage_in_fwd_packets,1.7106761934837765e-05,0.0017106761934837765,222
variance_bwd_payload_bytes_delta_len,1.702943205173627e-05,0.001702943205173627,223
skewness_fwd_payload_bytes_delta_len,1.6477682532063977e-05,0.0016477682532063977,224
fwd_payload_bytes_cov,1.629717092435677e-05,0.001629717092435677,225
fwd_cwr_flag_percentage_in_fwd_packets,1.6172692521287227e-05,0.0016172692521287226,226
skewness_payload_bytes_delta_len,1.5996447613022464e-05,0.0015996447613022464,227
bwd_cov_header_bytes,1.5927950699029526e-05,0.0015927950699029525,228
fwd_variance_header_bytes,1.5588247362177725e-05,0.0015588247362177724,229
max_payload_bytes_delta_len,1.552051858068743e-05,0.0015520518580687428,230
psh_flag_counts,1.4787769084267857e-05,0.0014787769084267856,231
mode_bwd_payload_bytes_delta_len,1.448933943860212e-05,0.0014489339438602121,232
max_fwd_packets_delta_len,1.3929526910298121e-05,0.0013929526910298122,233
skewness_bwd_payload_bytes_delta_len,1.343857975719931e-05,0.001343857975719931,234
skewness_header_bytes,1.32904627047297e-05,0.00132904627047297,235
min_bwd_header_bytes_delta_len,1.2940157260426594e-05,0.0012940157260426595,236
bwd_psh_flag_percentage_in_total,1.2425309493282247e-05,0.0012425309493282247,237
bwd_total_payload_bytes,1.2358697927902152e-05,0.001235869792790215,238
cov_fwd_payload_bytes_delta_len,1.1798231733434526e-05,0.0011798231733434526,239
subflow_fwd_bytes,1.1491114918267023e-05,0.0011491114918267024,240
skewness_bwd_header_bytes_delta_len,1.1464098852154809e-05,0.001146409885215481,241
std_fwd_payload_bytes_delta_len,1.1420429790088573e-05,0.0011420429790088573,242
fwd_skewness_header_bytes,1.0964637030841028e-05,0.0010964637030841029,243
cov_header_bytes_delta_len,1.0728928609722593e-05,0.0010728928609722592,244
fwd_payload_bytes_skewness,1.0299940827384192e-05,0.0010299940827384192,245
median_bwd_payload_bytes_delta_len,1.0096782547220545e-05,0.0010096782547220546,246
max_bwd_payload_bytes_delta_len,9.739648489403462e-06,0.0009739648489403462,247
skewness_fwd_packets_delta_len,9.587052352344256e-06,0.0009587052352344256,248
variance_bwd_header_bytes_delta_len,9.351532006889825e-06,0.0009351532006889825,249
bwd_ece_flag_percentage_in_total,9.277359869525367e-06,0.0009277359869525367,250
std_bwd_payload_bytes_delta_len,9.222965607206153e-06,0.0009222965607206153,251
bwd_payload_bytes_skewness,9.021511634314282e-06,0.0009021511634314282,252
bwd_avg_segment_size,9.012409020797791e-06,0.0009012409020797791,253
bwd_std_header_bytes,8.841786805127824e-06,0.0008841786805127824,254
subflow_bwd_bytes,8.545483152205722e-06,0.0008545483152205722,255
fwd_psh_flag_counts,7.882838377212888e-06,0.0007882838377212888,256
bwd_payload_bytes_median,7.746279173601991e-06,0.000774627917360199,257
std_bwd_header_bytes_delta_len,7.47260729935886e-06,0.000747260729935886,258
mode_bwd_header_bytes_delta_len,6.609140761038869e-06,0.0006609140761038869,259
bwd_payload_bytes_cov,6.339050948541525e-06,0.0006339050948541525,260
cov_fwd_header_bytes_delta_len,5.874439490179101e-06,0.00058744394901791,261
bwd_ece_flag_percentage_in_bwd_packets,5.769072481387125e-06,0.0005769072481387126,262
payload_bytes_min,5.68659010499746e-06,0.0005686590104997459,263
bwd_payload_bytes_min,5.650637584779969e-06,0.0005650637584779969,264
bwd_ece_flag_counts,5.2883743174771285e-06,0.0005288374317477129,265
payload_bytes_mode,5.132711831183656e-06,0.0005132711831183656,266
fwd_payload_bytes_min,5.017494371299876e-06,0.0005017494371299876,267
max_fwd_header_bytes_delta_len,4.258497590445874e-06,0.0004258497590445874,268
cov_bwd_header_bytes_delta_len,3.6668787218134974e-06,0.00036668787218134975,269
idle_max,3.663393695087043e-06,0.00036633936950870426,270
bwd_psh_flag_counts,3.5600676196688875e-06,0.00035600676196688875,271
std_fwd_header_bytes_delta_len,3.3188635575531705e-06,0.00033188635575531706,272
active_mode,2.7274532499168885e-06,0.00027274532499168885,273
bwd_skewness_header_bytes,2.722790693780866e-06,0.0002722790693780866,274
active_min,2.6240536105959445e-06,0.00026240536105959445,275
idle_median,2.4530580235639907e-06,0.00024530580235639906,276
active_median,2.4169772127082528e-06,0.00024169772127082527,277
idle_mean,2.087997659418108e-06,0.0002087997659418108,278
idle_min,1.4600138197337675e-06,0.00014600138197337674,279
skewness_fwd_header_bytes_delta_len,1.3304427531855601e-06,0.000133044275318556,280
bwd_payload_bytes_mode,1.305834734817527e-06,0.0001305834734817527,281
fwd_bulk_per_packet,1.0718670175954008e-06,0.00010718670175954009,282
active_max,9.998082441306396e-07,9.998082441306395e-05,283
bwd_bulk_duration,9.44251291832352e-07,9.44251291832352e-05,284
avg_fwd_bulk_rate,9.087732607378738e-07,9.087732607378737e-05,285
idle_mode,8.631120783298651e-07,8.631120783298652e-05,286
avg_bwd_packets_bulk_rate,7.900852820538386e-07,7.900852820538386e-05,287
avg_fwd_bytes_per_bulk,7.374229487335884e-07,7.374229487335884e-05,288
fwd_urg_flag_percentage_in_total,6.994321353273667e-07,6.994321353273668e-05,289
avg_bwd_bulk_rate,6.961623420760056e-07,6.961623420760056e-05,290
fwd_urg_flag_counts,6.742427575451377e-07,6.742427575451377e-05,291
fwd_bulk_total_size,6.513716967114675e-07,6.513716967114674e-05,292
fwd_bulk_state_count,6.492312747868035e-07,6.492312747868035e-05,293
active_std,5.99023589672801e-07,5.9902358967280105e-05,294
urg_flag_counts,5.715227439791521e-07,5.715227439791521e-05,295
fwd_urg_flag_percentage_in_fwd_packets,5.470298020358527e-07,5.470298020358527e-05,296
idle_std,3.9806667453461074e-07,3.9806667453461076e-05,297
urg_flag_percentage_in_total,3.9665951571736226e-07,3.966595157173622e-05,298
bwd_bulk_per_packet,3.4751776965616687e-07,3.475177696561669e-05,299
active_mean,2.992600138258815e-07,2.992600138258815e-05,300
fwd_bulk_duration,2.729439732432638e-07,2.729439732432638e-05,301
active_cov,2.0364325328183548e-07,2.0364325328183548e-05,302
idle_variance,9.473839494107023e-08,9.473839494107023e-06,303
bwd_bulk_state_count,6.956420561292043e-08,6.956420561292043e-06,304
avg_fwd_packets_per_bulk,6.134626123211524e-08,6.134626123211523e-06,305
bwd_cwr_flag_percentage_in_bwd_packets,5.7381649050257053e-08,5.738164905025705e-06,306
bwd_bulk_total_size,3.4580192900690106e-08,3.458019290069011e-06,307
bwd_cwr_flag_counts,2.6326139102015128e-08,2.632613910201513e-06,308
avg_bwd_bytes_per_bulk,7.970859445507243e-09,7.970859445507243e-07,309
bwd_cwr_flag_percentage_in_total,0.0,0.0,310
bwd_urg_flag_percentage_in_total,0.0,0.0,311
active_variance,0.0,0.0,312
idle_cov,0.0,0.0,313
idle_skewness,0.0,0.0,314
active_skewness,0.0,0.0,315
bwd_urg_flag_percentage_in_bwd_packets,0.0,0.0,316
bwd_urg_flag_counts,0.0,0.0,317
